Orig,OrigCode,Dest,DestCode,Total,WorksFromHome,Underground,Train,Bus,Taxi,CarDrive,CarPass,Motobike,Bicycle,Walk,Other,OrigCodeNew,DestCodeNew,Oi1_origpop,Oi2_origsal,Dj1_destpop,Dj2_destsal,TotalNoIntra,offset,Dist
Enfield,00AK,Southwark,00BE,1253,0,383,452,64,3,303,16,24,3,5,0,E09000010,E09000028,128000,17500,97000,16900,1253,0.0,19684.913397604716
Enfield,00AK,Sutton,00BF,47,0,4,17,0,0,20,3,3,0,0,0,E09000010,E09000029,128000,17500,98000,17600,47,0.0,32743.624349039375
Enfield,00AK,Tower Hamlets,00BG,2141,0,428,721,77,5,809,54,34,7,6,0,E09000010,E09000030,128000,17500,76000,19100,2141,0.0,15481.521262113849
Enfield,00AK,Waltham Forest,00BH,1710,0,62,66,193,6,1259,79,22,10,13,0,E09000010,E09000031,128000,17500,99000,16600,1710,0.0,8177.004975627278
Enfield,00AK,Wandsworth,00BJ,314,0,122,42,7,0,114,9,17,0,3,0,E09000010,E09000032,128000,17500,143000,21700,314,0.0,23177.82033611345
Enfield,00AK,Westminster,00BK,9052,0,5562,1880,269,9,1023,86,137,43,29,14,E09000010,E09000033,128000,17500,95000,21900,9052,0.0,16120.257794611973
Greenwich,00AL,City of London,00AA,5614,0,705,4170,133,7,344,48,109,72,22,4,E09000011,E09000001,91000,18600,12000,38300,5614,0.0,11197.200283300448
Greenwich,00AL,Barking and Dagenham,00AB,333,0,13,15,14,0,264,12,12,3,0,0,E09000011,E09000002,91000,18600,56000,16200,333,0.0,9426.533921774628
Greenwich,00AL,Barnet,00AC,181,0,41,45,16,3,60,10,6,0,0,0,E09000011,E09000003,91000,18600,159000,18700,181,0.0,24235.90851418988
Greenwich,00AL,Bexley,00AD,5046,0,56,197,1299,19,2940,288,78,53,101,15,E09000011,E09000004,91000,18600,112000,18300,5046,0.0,6217.1439637660005
Greenwich,00AL,Brent,00AE,252,0,82,62,17,0,71,6,8,3,3,0,E09000011,E09000005,91000,18600,127000,16500,252,0.0,24315.435681937204
Greenwich,00AL,Bromley,00AF,3196,0,25,132,762,5,1931,149,55,37,97,3,E09000011,E09000006,91000,18600,164000,19100,3196,0.0,11399.700646567959
Greenwich,00AL,Camden,00AG,3038,0,571,1860,135,0,312,17,85,40,15,3,E09000011,E09000007,91000,18600,101000,19800,3038,0.0,16811.0189775769
Greenwich,00AL,Croydon,00AH,692,0,24,172,63,3,389,19,13,6,3,0,E09000011,E09000008,91000,18600,153000,18300,692,0.0,16556.202388488553
Greenwich,00AL,Ealing,00AJ,248,0,67,75,25,0,64,0,7,4,6,0,E09000011,E09000009,91000,18600,141000,17500,248,0.0,27366.79977452957
Greenwich,00AL,Enfield,00AK,192,0,9,50,13,0,111,9,0,0,0,0,E09000011,E09000010,91000,18600,128000,17500,192,0.0,21996.433690114616
Greenwich,00AL,Greenwich,00AL,34334,6581,692,1904,5674,435,11452,1233,266,535,5426,136,E09000011,E09000011,91000,18600,91000,18600,0,1e-10,0.0
Greenwich,00AL,Hackney,00AM,856,0,107,289,43,0,332,33,32,20,0,0,E09000011,E09000012,91000,18600,72000,17700,856,0.0,11959.902769398397
Greenwich,00AL,Hammersmith and Fulham,00AN,607,0,220,203,43,0,115,4,14,8,0,0,E09000011,E09000013,91000,18600,83000,21000,607,0.0,19327.53167094763
Greenwich,00AL,Haringey,00AP,178,0,31,49,13,0,79,0,3,0,3,0,E09000011,E09000014,91000,18600,90000,19100,178,0.0,17154.896300168617
Greenwich,00AL,Harrow,00AQ,45,0,18,8,0,0,16,0,0,0,3,0,E09000011,E09000015,91000,18600,100000,19300,45,0.0,30756.343450129625
Greenwich,00AL,Havering,00AR,147,0,9,28,3,0,98,4,5,0,0,0,E09000011,E09000016,91000,18600,114000,17400,147,0.0,15108.707344313567
Greenwich,00AL,Hillingdon,00AS,154,0,25,29,9,0,81,6,4,0,0,0,E09000011,E09000017,91000,18600,113000,17600,154,0.0,35582.394204060416
Greenwich,00AL,Hounslow,00AT,233,0,39,107,6,3,68,0,7,0,3,0,E09000011,E09000018,91000,18600,101000,16500,233,0.0,29304.438097630235
Greenwich,00AL,Islington,00AU,1780,0,322,970,67,9,316,14,55,14,9,4,E09000011,E09000019,91000,18600,82000,18700,1780,0.0,14152.831155322012
Greenwich,00AL,Kensington and Chelsea,00AW,929,0,272,399,60,6,138,9,35,7,3,0,E09000011,E09000020,91000,18600,75000,25900,929,0.0,17462.237092468058
Greenwich,00AL,Kingston upon Thames,00AX,58,0,0,34,3,0,18,3,0,0,0,0,E09000011,E09000021,91000,18600,77000,19500,58,0.0,25684.689219252312
Greenwich,00AL,Lambeth,00AY,2292,0,186,997,201,3,738,41,71,37,15,3,E09000011,E09000022,91000,18600,119000,18200,2292,0.0,12295.63420729718
Greenwich,00AL,Lewisham,00AZ,5571,0,85,389,1542,13,2877,203,75,126,241,20,E09000011,E09000023,91000,18600,113000,18000,5571,0.0,6019.0482265421615
Greenwich,00AL,Merton,00BA,237,0,24,65,26,0,106,0,9,3,4,0,E09000011,E09000024,91000,18600,96000,18500,237,0.0,18980.948241898855
Greenwich,00AL,Newham,00BB,981,0,102,69,148,3,530,31,19,25,54,0,E09000011,E09000025,91000,18600,88000,15300,981,0.0,5968.089589353861
Greenwich,00AL,Redbridge,00BC,126,0,15,14,6,0,78,0,7,3,3,0,E09000011,E09000026,91000,18600,118000,17200,126,0.0,12453.661634777614
Greenwich,00AL,Richmond upon Thames,00BD,113,0,9,60,13,0,22,3,3,3,0,0,E09000011,E09000027,91000,18600,94000,23400,113,0.0,25809.11262330697
Greenwich,00AL,Southwark,00BE,5145,0,334,1988,667,9,1721,161,108,106,43,8,E09000011,E09000028,91000,18600,97000,16900,5145,0.0,9003.333863667045
Greenwich,00AL,Sutton,00BF,134,0,4,28,9,0,87,3,3,0,0,0,E09000011,E09000029,91000,18600,98000,17600,134,0.0,20471.17190611721
Greenwich,00AL,Tower Hamlets,00BG,3643,0,1145,828,268,6,1095,73,94,84,40,10,E09000011,E09000030,91000,18600,76000,19100,3643,0.0,7768.477121823505
Greenwich,00AL,Waltham Forest,00BH,244,0,24,27,34,0,144,6,3,0,6,0,E09000011,E09000031,91000,18600,99000,16600,244,0.0,14120.300285572306
Greenwich,00AL,Wandsworth,00BJ,940,0,71,345,72,0,368,20,41,13,10,0,E09000011,E09000032,91000,18600,143000,21700,940,0.0,16981.936830967275
Greenwich,00AL,Westminster,00BK,8847,0,1533,5796,485,16,638,65,188,106,13,7,E09000011,E09000033,91000,18600,95000,21900,8847,0.0,15614.521054814606
Hackney,00AM,City of London,00AA,5181,0,857,796,2202,53,316,67,109,308,465,8,E09000012,E09000001,72000,17700,12000,38300,5181,0.0,4670.302770135505
Hackney,00AM,Barking and Dagenham,00AB,222,0,37,32,17,0,122,8,0,6,0,0,E09000012,E09000002,72000,17700,56000,16200,222,0.0,13658.93749542132
Hackney,00AM,Barnet,00AC,687,0,120,53,122,6,309,33,10,16,12,6,E09000012,E09000003,72000,17700,159000,18700,687,0.0,12396.044876009119
Hackney,00AM,Bexley,00AD,56,0,3,6,6,0,32,6,3,0,0,0,E09000012,E09000004,72000,17700,112000,18300,56,0.0,17527.683916867925
Hackney,00AM,Brent,00AE,514,0,144,113,40,0,181,8,10,12,6,0,E09000012,E09000005,72000,17700,127000,16500,514,0.0,14198.097079602956
Hackney,00AM,Bromley,00AF,90,0,6,19,24,0,35,0,3,3,0,0,E09000012,E09000006,72000,17700,164000,19100,90,0.0,21584.70488278042
Hackney,00AM,Camden,00AG,7137,0,1739,670,2587,33,937,78,169,731,187,6,E09000012,E09000007,72000,17700,101000,19800,7137,0.0,6558.931030521657
Hackney,00AM,Croydon,00AH,128,0,20,49,17,0,36,0,3,3,0,0,E09000012,E09000008,72000,17700,153000,18300,128,0.0,21971.319507713557
Hackney,00AM,Ealing,00AJ,450,0,165,38,81,3,127,9,15,6,6,0,E09000012,E09000009,72000,17700,141000,17500,450,0.0,18864.57134390026
Hackney,00AM,Enfield,00AK,877,0,83,130,186,3,403,23,16,21,9,3,E09000012,E09000010,72000,17700,128000,17500,877,0.0,11107.402363947833
Hackney,00AM,Greenwich,00AL,241,0,33,29,29,0,136,4,6,4,0,0,E09000012,E09000011,72000,17700,91000,18600,241,0.0,11959.902769398397
Hackney,00AM,Hackney,00AM,25643,6937,1502,594,4218,303,4923,373,248,1254,5082,209,E09000012,E09000012,72000,17700,72000,17700,0,1e-10,0.0
Hackney,00AM,Hammersmith and Fulham,00AN,1165,0,694,79,82,0,238,6,33,27,3,3,E09000012,E09000013,72000,17700,83000,21000,1165,0.0,12648.020121860727
Hackney,00AM,Haringey,00AP,2335,0,191,113,827,17,906,62,15,81,120,3,E09000012,E09000014,72000,17700,90000,19100,2335,0.0,5229.083691618862
Hackney,00AM,Harrow,00AQ,92,0,31,23,3,0,28,0,0,4,3,0,E09000012,E09000015,72000,17700,100000,19300,92,0.0,19919.19543625438
Hackney,00AM,Havering,00AR,124,0,11,43,12,0,58,0,0,0,0,0,E09000012,E09000016,72000,17700,114000,17400,124,0.0,19712.9807704967
Hackney,00AM,Hillingdon,00AS,203,0,58,28,18,3,92,0,4,0,0,0,E09000012,E09000017,72000,17700,113000,17600,203,0.0,26545.621792449867
Hackney,00AM,Hounslow,00AT,283,0,82,35,32,3,107,3,5,10,6,0,E09000012,E09000018,72000,17700,101000,16500,283,0.0,22994.168950921532
Hackney,00AM,Islington,00AU,7740,0,579,340,3109,34,1582,122,101,822,1045,6,E09000012,E09000019,72000,17700,82000,18700,7740,0.0,3281.919986636038
Hackney,00AM,Kensington and Chelsea,00AW,1261,0,794,69,152,9,142,6,36,41,9,3,E09000012,E09000020,72000,17700,75000,25900,1261,0.0,10595.217652485388
Hackney,00AM,Kingston upon Thames,00AX,61,0,9,24,6,3,19,0,0,0,0,0,E09000012,E09000021,72000,17700,77000,19500,61,0.0,23992.638342650884
Hackney,00AM,Lambeth,00AY,1269,0,483,75,286,11,249,10,30,109,16,0,E09000012,E09000022,72000,17700,119000,18200,1269,0.0,11596.786029614228
Hackney,00AM,Lewisham,00AZ,240,0,34,33,50,0,92,9,3,13,3,3,E09000012,E09000023,72000,17700,113000,18000,240,0.0,11947.329968943975
Hackney,00AM,Merton,00BA,121,0,50,21,9,0,32,0,0,6,3,0,E09000012,E09000024,72000,17700,96000,18500,121,0.0,18362.179352580813
Hackney,00AM,Newham,00BB,1069,0,132,122,240,0,450,26,14,57,28,0,E09000012,E09000025,72000,17700,88000,15300,1069,0.0,7544.742655954899
Hackney,00AM,Redbridge,00BC,402,0,48,55,88,0,167,16,3,6,16,3,E09000012,E09000026,72000,17700,118000,17200,402,0.0,10339.028832756268
Hackney,00AM,Richmond upon Thames,00BD,149,0,43,54,11,0,29,0,6,0,6,0,E09000012,E09000027,72000,17700,94000,23400,149,0.0,21153.268822579328
Hackney,00AM,Southwark,00BE,2023,0,494,173,646,9,394,20,47,193,41,6,E09000012,E09000028,72000,17700,97000,16900,2023,0.0,8712.809798595124
Hackney,00AM,Sutton,00BF,58,0,6,27,7,0,15,0,0,3,0,0,E09000012,E09000029,72000,17700,98000,17600,58,0.0,22596.320906686437
Hackney,00AM,Tower Hamlets,00BG,5247,0,589,229,1799,29,1450,101,74,487,480,9,E09000012,E09000030,72000,17700,76000,19100,5247,0.0,4523.648410586485
Hackney,00AM,Waltham Forest,00BH,1101,0,83,66,288,9,531,26,13,59,23,3,E09000012,E09000031,72000,17700,99000,16600,1101,0.0,5823.614711331352
Hackney,00AM,Wandsworth,00BJ,567,0,243,78,68,0,139,5,15,16,0,3,E09000012,E09000032,72000,17700,143000,21700,567,0.0,14044.374886006592
Hackney,00AM,Westminster,00BK,9983,0,4757,506,2937,39,712,70,214,611,120,17,E09000012,E09000033,72000,17700,95000,21900,9983,0.0,8004.841640942963
Hammersmith and Fulham,00AN,City of London,00AA,7967,0,6527,209,125,53,465,46,325,171,32,14,E09000013,E09000001,83000,21000,12000,38300,7967,0.0,9167.59625602163
Hammersmith and Fulham,00AN,Barking and Dagenham,00AB,25,0,7,3,4,0,7,0,0,0,4,0,E09000013,E09000002,83000,21000,56000,16200,25,0.0,25160.473975007033
Hammersmith and Fulham,00AN,Barnet,00AC,259,0,76,14,35,3,105,3,14,0,9,0,E09000013,E09000003,83000,21000,159000,18700,259,0.0,13482.335484842732
Hammersmith and Fulham,00AN,Bexley,00AD,19,0,5,7,0,0,7,0,0,0,0,0,E09000013,E09000004,83000,21000,112000,18300,19,0.0,25508.61656717575
Hammersmith and Fulham,00AN,Brent,00AE,812,0,165,33,115,0,421,23,14,27,14,0,E09000013,E09000005,83000,21000,127000,16500,812,0.0,7786.189160526926
Hammersmith and Fulham,00AN,Bromley,00AF,56,0,16,9,0,0,28,0,0,0,3,0,E09000013,E09000006,83000,21000,164000,19100,56,0.0,23362.186897970474
Hammersmith and Fulham,00AN,Camden,00AG,4009,0,2875,145,235,13,404,30,112,161,27,7,E09000013,E09000007,83000,21000,101000,19800,4009,0.0,7212.074761591616
Hammersmith and Fulham,00AN,Croydon,00AH,202,0,35,62,31,0,68,3,3,0,0,0,E09000013,E09000008,83000,21000,153000,18300,202,0.0,18104.944795598825
Hammersmith and Fulham,00AN,Ealing,00AJ,2418,0,566,133,498,8,884,39,43,98,145,4,E09000013,E09000009,83000,21000,141000,17500,2418,0.0,8239.934634661015
Hammersmith and Fulham,00AN,Enfield,00AK,82,0,27,8,0,0,38,3,0,3,3,0,E09000013,E09000010,83000,21000,128000,17500,82,0.0,19666.11440184409
Hammersmith and Fulham,00AN,Greenwich,00AL,63,0,23,9,3,0,20,0,3,0,5,0,E09000013,E09000011,83000,21000,91000,18600,63,0.0,19327.53167094763
Hammersmith and Fulham,00AN,Hackney,00AM,586,0,411,21,19,6,70,0,21,26,9,3,E09000013,E09000012,83000,21000,72000,17700,586,0.0,12648.020121860727
Hammersmith and Fulham,00AN,Hammersmith and Fulham,00AN,26683,7376,2663,567,2447,163,3606,269,278,1437,7626,251,E09000013,E09000013,83000,21000,83000,21000,0,1e-10,0.0
Hammersmith and Fulham,00AN,Haringey,00AP,137,0,56,3,15,0,40,3,4,9,7,0,E09000013,E09000014,83000,21000,90000,19100,137,0.0,13203.05376708982
Hammersmith and Fulham,00AN,Harrow,00AQ,163,0,77,10,3,0,64,3,6,0,0,0,E09000013,E09000015,83000,21000,100000,19300,163,0.0,14156.023916616605
Hammersmith and Fulham,00AN,Havering,00AR,33,0,6,7,3,0,11,0,3,0,3,0,E09000013,E09000016,83000,21000,114000,17400,33,0.0,31537.431423995768
Hammersmith and Fulham,00AN,Hillingdon,00AS,1090,0,326,63,31,9,617,12,10,6,13,3,E09000013,E09000017,83000,21000,113000,17600,1090,0.0,16440.50850437649
Hammersmith and Fulham,00AN,Hounslow,00AT,2097,0,421,86,383,3,825,40,46,143,142,8,E09000013,E09000018,83000,21000,101000,16500,2097,0.0,10519.356855682287
Hammersmith and Fulham,00AN,Islington,00AU,1795,0,1351,51,45,12,180,13,71,60,9,3,E09000013,E09000019,83000,21000,82000,18700,1795,0.0,9707.157796122363
Hammersmith and Fulham,00AN,Kensington and Chelsea,00AW,7072,0,1820,192,1772,40,1115,84,144,622,1272,11,E09000013,E09000020,83000,21000,75000,25900,7072,0.0,2099.9425140525072
Hammersmith and Fulham,00AN,Kingston upon Thames,00AX,271,0,44,31,33,0,142,5,7,6,3,0,E09000013,E09000021,83000,21000,77000,19500,271,0.0,12770.996330079583
Hammersmith and Fulham,00AN,Lambeth,00AY,1153,0,603,93,60,3,292,12,21,43,23,3,E09000013,E09000022,83000,21000,119000,18200,1153,0.0,8464.701581236035
Hammersmith and Fulham,00AN,Lewisham,00AZ,122,0,42,12,3,0,62,3,0,0,0,0,E09000013,E09000023,83000,21000,113000,18000,122,0.0,14867.044338774773
Hammersmith and Fulham,00AN,Merton,00BA,466,0,177,18,42,3,174,9,8,14,21,0,E09000013,E09000024,83000,21000,96000,18500,466,0.0,9601.712215445119
Hammersmith and Fulham,00AN,Newham,00BB,123,0,73,5,8,0,24,3,3,0,7,0,E09000013,E09000025,83000,21000,88000,15300,123,0.0,18278.44099861292
Hammersmith and Fulham,00AN,Redbridge,00BC,33,0,16,0,3,0,7,4,3,0,0,0,E09000013,E09000026,83000,21000,118000,17200,33,0.0,22915.86000757149
Hammersmith and Fulham,00AN,Richmond upon Thames,00BD,854,0,171,74,114,3,382,10,21,51,23,5,E09000013,E09000027,83000,21000,94000,23400,854,0.0,8618.962695790535
Hammersmith and Fulham,00AN,Southwark,00BE,1374,0,902,83,37,6,238,8,26,54,20,0,E09000013,E09000028,83000,21000,97000,16900,1374,0.0,10449.049279908402
Hammersmith and Fulham,00AN,Sutton,00BF,113,0,12,7,6,0,74,4,3,4,3,0,E09000013,E09000029,83000,21000,98000,17600,113,0.0,15087.529063756778
Hammersmith and Fulham,00AN,Tower Hamlets,00BG,1947,0,1479,58,28,15,238,10,71,36,9,3,E09000013,E09000030,83000,21000,76000,19100,1947,0.0,13125.136416625177
Hammersmith and Fulham,00AN,Waltham Forest,00BH,66,0,41,6,9,0,4,0,0,3,3,0,E09000013,E09000031,83000,21000,99000,16600,66,0.0,18158.77416512763
Hammersmith and Fulham,00AN,Wandsworth,00BJ,1908,0,283,74,426,6,672,23,52,134,232,6,E09000013,E09000032,83000,21000,143000,21700,1908,0.0,5355.977054067729
Hammersmith and Fulham,00AN,Westminster,00BK,15305,0,9465,461,2224,81,1395,121,458,801,270,29,E09000013,E09000033,83000,21000,95000,21900,15305,0.0,4662.815003980258
Haringey,00AP,City of London,00AA,5523,0,3227,1187,396,22,360,49,90,168,18,6,E09000014,E09000001,90000,19100,12000,38300,5523,0.0,8514.060745977664
Haringey,00AP,Barking and Dagenham,00AB,144,0,17,14,9,0,98,3,0,3,0,0,E09000014,E09000002,90000,19100,56000,16200,144,0.0,17464.274750418735
Haringey,00AP,Barnet,00AC,3016,0,412,75,639,6,1614,80,34,61,89,6,E09000014,E09000003,90000,19100,159000,18700,3016,0.0,7654.933441936707
Haringey,00AP,Bexley,00AD,32,0,7,8,0,0,17,0,0,0,0,0,E09000014,E09000004,90000,19100,112000,18300,32,0.0,22540.65392245694
Haringey,00AP,Brent,00AE,1074,0,269,61,96,0,540,22,25,12,46,3,E09000014,E09000005,90000,19100,127000,16500,1074,0.0,11664.020410026484
Haringey,00AP,Bromley,00AF,64,0,20,8,9,0,24,0,0,0,3,0,E09000014,E09000006,90000,19100,164000,19100,64,0.0,26687.176838855336
Haringey,00AP,Camden,00AG,10506,0,5607,547,1524,26,1872,149,188,426,161,6,E09000014,E09000007,90000,19100,101000,19800,10506,0.0,5993.682284826511
Haringey,00AP,Croydon,00AH,213,0,81,62,14,0,39,3,0,8,3,3,E09000014,E09000008,90000,19100,153000,18300,213,0.0,26186.03341530279
Haringey,00AP,Ealing,00AJ,668,0,234,51,34,0,300,15,14,6,11,3,E09000014,E09000009,90000,19100,141000,17500,668,0.0,17243.528016362794
Haringey,00AP,Enfield,00AK,4249,0,379,202,1241,8,2023,135,32,67,159,3,E09000014,E09000010,90000,19100,128000,17500,4249,0.0,6886.997792027901
Haringey,00AP,Greenwich,00AL,154,0,42,18,9,3,73,0,6,3,0,0,E09000014,E09000011,90000,19100,91000,18600,154,0.0,17154.896300168617
Haringey,00AP,Hackney,00AM,3130,0,458,285,728,12,1240,71,43,151,139,3,E09000014,E09000012,90000,19100,72000,17700,3130,0.0,5229.083691618862
Haringey,00AP,Hammersmith and Fulham,00AN,1486,0,986,45,50,0,328,9,25,31,12,0,E09000014,E09000013,90000,19100,83000,21000,1486,0.0,13203.05376708982
Haringey,00AP,Haringey,00AP,28649,8416,2709,586,3911,145,7122,525,171,473,4425,166,E09000014,E09000014,90000,19100,90000,19100,0,1e-10,0.0
Haringey,00AP,Harrow,00AQ,268,0,55,3,31,0,163,5,5,6,0,0,E09000014,E09000015,90000,19100,100000,19300,268,0.0,16219.66015911966
Haringey,00AP,Havering,00AR,99,0,15,21,4,0,59,0,0,0,0,0,E09000014,E09000016,90000,19100,114000,17400,99,0.0,22930.26586012703
Haringey,00AP,Hillingdon,00AS,330,0,70,12,6,0,229,0,10,0,3,0,E09000014,E09000017,90000,19100,113000,17600,330,0.0,24068.65814854841
Haringey,00AP,Hounslow,00AT,450,0,193,46,9,0,190,6,6,0,0,0,E09000014,E09000018,90000,19100,101000,16500,450,0.0,22493.57001453547
Haringey,00AP,Islington,00AU,7948,0,2445,663,1708,32,2141,149,136,334,330,10,E09000014,E09000019,90000,19100,82000,18700,7948,0.0,4663.952535847062
Haringey,00AP,Kensington and Chelsea,00AW,1889,0,1344,76,109,0,260,20,31,33,16,0,E09000014,E09000020,90000,19100,75000,25900,1889,0.0,11529.864003800161
Haringey,00AP,Kingston upon Thames,00AX,67,0,24,22,0,0,18,0,3,0,0,0,E09000014,E09000021,90000,19100,77000,19500,67,0.0,25741.151479019918
Haringey,00AP,Lambeth,00AY,1236,0,830,76,77,3,178,9,19,35,6,3,E09000014,E09000022,90000,19100,119000,18200,1236,0.0,15208.194200431772
Haringey,00AP,Lewisham,00AZ,178,0,77,29,14,0,49,0,6,3,0,0,E09000014,E09000023,90000,19100,113000,18000,178,0.0,16925.705336393832
Haringey,00AP,Merton,00BA,136,0,81,17,6,0,26,3,0,3,0,0,E09000014,E09000024,90000,19100,96000,18500,136,0.0,21016.089248284512
Haringey,00AP,Newham,00BB,520,0,129,75,47,0,214,15,6,6,25,3,E09000014,E09000025,90000,19100,88000,15300,520,0.0,12288.12380792362
Haringey,00AP,Redbridge,00BC,278,0,37,16,44,0,158,7,5,8,3,0,E09000014,E09000026,90000,19100,118000,17200,278,0.0,12715.567131005371
Haringey,00AP,Richmond upon Thames,00BD,180,0,83,39,0,0,49,0,3,0,3,3,E09000014,E09000027,90000,19100,94000,23400,180,0.0,21723.58714862975
Haringey,00AP,Southwark,00BE,1857,0,1148,187,121,6,279,15,29,56,16,0,E09000014,E09000028,90000,19100,97000,16900,1857,0.0,13126.592222053021
Haringey,00AP,Sutton,00BF,48,0,10,21,0,0,17,0,0,0,0,0,E09000014,E09000029,90000,19100,98000,17600,48,0.0,25857.19827466051
Haringey,00AP,Tower Hamlets,00BG,2350,0,1029,321,173,6,624,43,53,90,11,0,E09000014,E09000030,90000,19100,76000,19100,2350,0.0,9717.776154405592
Haringey,00AP,Waltham Forest,00BH,1004,0,176,53,209,0,481,35,5,30,9,6,E09000014,E09000031,90000,19100,99000,16600,1004,0.0,6583.160463358059
Haringey,00AP,Wandsworth,00BJ,507,0,320,32,23,0,115,3,9,5,0,0,E09000014,E09000032,90000,19100,143000,21700,507,0.0,16336.29904256142
Haringey,00AP,Westminster,00BK,13479,0,10275,507,805,26,1150,98,215,328,52,23,E09000014,E09000033,90000,19100,95000,21900,13479,0.0,9313.555311548847
Harrow,00AQ,City of London,00AA,3162,0,2599,312,20,7,173,15,21,4,8,3,E09000015,E09000001,100000,19300,12000,38300,3162,0.0,19586.100831588225
Harrow,00AQ,Barking and Dagenham,00AB,55,0,6,0,0,0,40,9,0,0,0,0,E09000015,E09000002,100000,19300,56000,16200,55,0.0,33428.67513256921
Harrow,00AQ,Barnet,00AC,5008,0,234,78,753,14,3443,207,34,46,192,7,E09000015,E09000003,100000,19300,159000,18700,5008,0.0,9316.719287431244
Harrow,00AQ,Bexley,00AD,26,0,10,4,0,0,12,0,0,0,0,0,E09000015,E09000004,100000,19300,112000,18300,26,0.0,36848.115352859764
Harrow,00AQ,Brent,00AE,9473,0,985,429,992,30,5966,460,82,117,391,21,E09000015,E09000005,100000,19300,127000,16500,9473,0.0,6701.089593350512
Harrow,00AQ,Bromley,00AF,47,0,13,7,0,0,27,0,0,0,0,0,E09000015,E09000006,100000,19300,164000,19100,47,0.0,37078.92816969188
Harrow,00AQ,Camden,00AG,3675,0,2184,505,67,3,810,48,38,11,6,3,E09000015,E09000007,100000,19300,101000,19800,3675,0.0,13965.357756531066
Harrow,00AQ,Croydon,00AH,103,0,24,37,0,0,39,3,0,0,0,0,E09000015,E09000008,100000,19300,153000,18300,103,0.0,32228.1645941914
Harrow,00AQ,Ealing,00AJ,4542,0,504,169,376,13,3115,172,65,50,68,10,E09000015,E09000009,100000,19300,141000,17500,4542,0.0,8399.998687747126
Harrow,00AQ,Enfield,00AK,325,0,19,3,12,0,273,15,3,0,0,0,E09000015,E09000010,100000,19300,128000,17500,325,0.0,18559.109264615818
Harrow,00AQ,Greenwich,00AL,62,0,27,8,3,0,21,3,0,0,0,0,E09000015,E09000011,100000,19300,91000,18600,62,0.0,30756.343450129625
Harrow,00AQ,Hackney,00AM,430,0,210,53,14,3,134,10,3,3,0,0,E09000015,E09000012,100000,19300,72000,17700,430,0.0,19919.19543625438
Harrow,00AQ,Hammersmith and Fulham,00AN,1487,0,639,121,26,6,622,33,23,6,6,5,E09000015,E09000013,100000,19300,83000,21000,1487,0.0,14156.023916616605
Harrow,00AQ,Haringey,00AP,331,0,40,21,22,0,231,11,3,0,3,0,E09000015,E09000014,100000,19300,90000,19100,331,0.0,16219.66015911966
Harrow,00AQ,Harrow,00AQ,37328,9644,1616,657,3280,395,14518,1301,137,460,5136,184,E09000015,E09000015,100000,19300,100000,19300,0,1e-10,0.0
Harrow,00AQ,Havering,00AR,29,0,4,4,0,0,21,0,0,0,0,0,E09000015,E09000016,100000,19300,114000,17400,29,0.0,39120.677012559914
Harrow,00AQ,Hillingdon,00AS,6169,0,606,179,528,9,4306,226,61,64,177,13,E09000015,E09000017,100000,19300,113000,17600,6169,0.0,9566.059854775112
Harrow,00AQ,Hounslow,00AT,1141,0,197,49,32,6,809,24,12,6,3,3,E09000015,E09000018,100000,19300,101000,16500,1141,0.0,14477.398805091949
Harrow,00AQ,Islington,00AU,1395,0,848,165,7,3,332,17,17,3,0,3,E09000015,E09000019,100000,19300,82000,18700,1395,0.0,16924.98196331787
Harrow,00AQ,Kensington and Chelsea,00AW,1160,0,633,98,25,0,342,32,21,3,3,3,E09000015,E09000020,100000,19300,75000,25900,1160,0.0,14904.291114883858
Harrow,00AQ,Kingston upon Thames,00AX,107,0,17,16,0,0,65,6,3,0,0,0,E09000015,E09000021,100000,19300,77000,19500,107,0.0,23643.529076286588
Harrow,00AQ,Lambeth,00AY,501,0,301,50,7,0,124,3,9,7,0,0,E09000015,E09000022,100000,19300,119000,18200,501,0.0,22261.28563879909
Harrow,00AQ,Lewisham,00AZ,71,0,30,8,6,0,24,3,0,0,0,0,E09000015,E09000023,100000,19300,113000,18000,71,0.0,27794.114850841906
Harrow,00AQ,Merton,00BA,119,0,38,18,0,0,53,7,3,0,0,0,E09000015,E09000024,100000,19300,96000,18500,119,0.0,23156.96734878707
Harrow,00AQ,Newham,00BB,99,0,29,3,9,0,55,3,0,0,0,0,E09000015,E09000025,100000,19300,88000,15300,99,0.0,27421.690023173727
Harrow,00AQ,Redbridge,00BC,44,0,7,3,0,0,34,0,0,0,0,0,E09000015,E09000026,100000,19300,118000,17200,44,0.0,28934.71863137806
Harrow,00AQ,Richmond upon Thames,00BD,246,0,50,40,11,0,130,6,3,3,0,3,E09000015,E09000027,100000,19300,94000,23400,246,0.0,17355.103084429677
Harrow,00AQ,Southwark,00BE,854,0,612,62,12,3,137,9,7,6,3,3,E09000015,E09000028,100000,19300,97000,16900,854,0.0,23072.95594140054
Harrow,00AQ,Sutton,00BF,34,0,7,8,0,0,19,0,0,0,0,0,E09000015,E09000029,100000,19300,98000,17600,34,0.0,28571.09242916438
Harrow,00AQ,Tower Hamlets,00BG,1013,0,718,102,7,0,160,13,10,0,0,3,E09000015,E09000030,100000,19300,76000,19100,1013,0.0,23134.972392903484
